;start_date;end_date;counts;keywords;date
69;2022-05-16 20:00:00+00:00;2022-05-16 21:00:00+00:00;233;electric cars;2022-05-16
70;2022-05-16 21:00:00+00:00;2022-05-16 22:00:00+00:00;221;electric cars;2022-05-16
71;2022-05-16 22:00:00+00:00;2022-05-16 23:00:00+00:00;339;electric cars;2022-05-16
72;2022-05-16 23:00:00+00:00;2022-05-17 00:00:00+00:00;202;electric cars;2022-05-16
73;2022-05-17 00:00:00+00:00;2022-05-17 01:00:00+00:00;229;electric cars;2022-05-17
74;2022-05-17 01:00:00+00:00;2022-05-17 02:00:00+00:00;141;electric cars;2022-05-17
75;2022-05-17 02:00:00+00:00;2022-05-17 03:00:00+00:00;115;electric cars;2022-05-17
76;2022-05-17 03:00:00+00:00;2022-05-17 04:00:00+00:00;118;electric cars;2022-05-17
77;2022-05-17 04:00:00+00:00;2022-05-17 05:00:00+00:00;134;electric cars;2022-05-17
78;2022-05-17 05:00:00+00:00;2022-05-17 06:00:00+00:00;121;electric cars;2022-05-17
79;2022-05-17 06:00:00+00:00;2022-05-17 07:00:00+00:00;161;electric cars;2022-05-17
80;2022-05-17 07:00:00+00:00;2022-05-17 08:00:00+00:00;142;electric cars;2022-05-17
81;2022-05-17 08:00:00+00:00;2022-05-17 09:00:00+00:00;148;electric cars;2022-05-17
82;2022-05-17 09:00:00+00:00;2022-05-17 10:00:00+00:00;132;electric cars;2022-05-17
83;2022-05-17 10:00:00+00:00;2022-05-17 11:00:00+00:00;163;electric cars;2022-05-17
84;2022-05-17 11:00:00+00:00;2022-05-17 12:00:00+00:00;190;electric cars;2022-05-17
85;2022-05-17 12:00:00+00:00;2022-05-17 13:00:00+00:00;202;electric cars;2022-05-17
86;2022-05-17 13:00:00+00:00;2022-05-17 14:00:00+00:00;192;electric cars;2022-05-17
87;2022-05-17 14:00:00+00:00;2022-05-17 15:00:00+00:00;242;electric cars;2022-05-17
88;2022-05-17 15:00:00+00:00;2022-05-17 16:00:00+00:00;250;electric cars;2022-05-17
89;2022-05-17 16:00:00+00:00;2022-05-17 17:00:00+00:00;246;electric cars;2022-05-17
90;2022-05-17 17:00:00+00:00;2022-05-17 18:00:00+00:00;226;electric cars;2022-05-17
91;2022-05-17 18:00:00+00:00;2022-05-17 19:00:00+00:00;214;electric cars;2022-05-17
92;2022-05-17 19:00:00+00:00;2022-05-17 20:00:00+00:00;229;electric cars;2022-05-17
93;2022-05-17 20:00:00+00:00;2022-05-17 21:00:00+00:00;340;electric cars;2022-05-17
94;2022-05-17 21:00:00+00:00;2022-05-17 22:00:00+00:00;225;electric cars;2022-05-17
95;2022-05-17 22:00:00+00:00;2022-05-17 23:00:00+00:00;211;electric cars;2022-05-17
96;2022-05-17 23:00:00+00:00;2022-05-18 00:00:00+00:00;177;electric cars;2022-05-17
97;2022-05-18 00:00:00+00:00;2022-05-18 01:00:00+00:00;263;electric cars;2022-05-18
98;2022-05-18 01:00:00+00:00;2022-05-18 02:00:00+00:00;258;electric cars;2022-05-18
99;2022-05-18 02:00:00+00:00;2022-05-18 03:00:00+00:00;471;electric cars;2022-05-18
100;2022-05-18 03:00:00+00:00;2022-05-18 04:00:00+00:00;527;electric cars;2022-05-18
101;2022-05-18 04:00:00+00:00;2022-05-18 05:00:00+00:00;409;electric cars;2022-05-18
102;2022-05-18 05:00:00+00:00;2022-05-18 06:00:00+00:00;313;electric cars;2022-05-18
103;2022-05-18 06:00:00+00:00;2022-05-18 07:00:00+00:00;228;electric cars;2022-05-18
104;2022-05-18 07:00:00+00:00;2022-05-18 08:00:00+00:00;234;electric cars;2022-05-18
105;2022-05-18 08:00:00+00:00;2022-05-18 09:00:00+00:00;209;electric cars;2022-05-18
106;2022-05-18 09:00:00+00:00;2022-05-18 10:00:00+00:00;268;electric cars;2022-05-18
107;2022-05-18 10:00:00+00:00;2022-05-18 11:00:00+00:00;318;electric cars;2022-05-18
108;2022-05-18 11:00:00+00:00;2022-05-18 12:00:00+00:00;425;electric cars;2022-05-18
109;2022-05-18 12:00:00+00:00;2022-05-18 13:00:00+00:00;558;electric cars;2022-05-18
110;2022-05-18 13:00:00+00:00;2022-05-18 14:00:00+00:00;583;electric cars;2022-05-18
111;2022-05-18 14:00:00+00:00;2022-05-18 15:00:00+00:00;577;electric cars;2022-05-18
112;2022-05-18 15:00:00+00:00;2022-05-18 16:00:00+00:00;502;electric cars;2022-05-18
113;2022-05-18 16:00:00+00:00;2022-05-18 17:00:00+00:00;738;electric cars;2022-05-18
114;2022-05-18 17:00:00+00:00;2022-05-18 18:00:00+00:00;620;electric cars;2022-05-18
115;2022-05-18 18:00:00+00:00;2022-05-18 19:00:00+00:00;625;electric cars;2022-05-18
116;2022-05-18 19:00:00+00:00;2022-05-18 20:00:00+00:00;727;electric cars;2022-05-18
117;2022-05-18 20:00:00+00:00;2022-05-18 21:00:00+00:00;794;electric cars;2022-05-18
118;2022-05-18 21:00:00+00:00;2022-05-18 22:00:00+00:00;961;electric cars;2022-05-18
119;2022-05-18 22:00:00+00:00;2022-05-18 23:00:00+00:00;1081;electric cars;2022-05-18
120;2022-05-18 23:00:00+00:00;2022-05-19 00:00:00+00:00;921;electric cars;2022-05-18
121;2022-05-19 00:00:00+00:00;2022-05-19 01:00:00+00:00;872;electric cars;2022-05-19
122;2022-05-19 01:00:00+00:00;2022-05-19 02:00:00+00:00;768;electric cars;2022-05-19
123;2022-05-19 02:00:00+00:00;2022-05-19 03:00:00+00:00;620;electric cars;2022-05-19
124;2022-05-19 03:00:00+00:00;2022-05-19 04:00:00+00:00;607;electric cars;2022-05-19
125;2022-05-19 04:00:00+00:00;2022-05-19 05:00:00+00:00;446;electric cars;2022-05-19
126;2022-05-19 05:00:00+00:00;2022-05-19 06:00:00+00:00;346;electric cars;2022-05-19
127;2022-05-19 06:00:00+00:00;2022-05-19 07:00:00+00:00;316;electric cars;2022-05-19
128;2022-05-19 07:00:00+00:00;2022-05-19 08:00:00+00:00;290;electric cars;2022-05-19
129;2022-05-19 08:00:00+00:00;2022-05-19 09:00:00+00:00;260;electric cars;2022-05-19
130;2022-05-19 09:00:00+00:00;2022-05-19 10:00:00+00:00;306;electric cars;2022-05-19
131;2022-05-19 10:00:00+00:00;2022-05-19 11:00:00+00:00;410;electric cars;2022-05-19
132;2022-05-19 11:00:00+00:00;2022-05-19 12:00:00+00:00;550;electric cars;2022-05-19
133;2022-05-19 12:00:00+00:00;2022-05-19 13:00:00+00:00;648;electric cars;2022-05-19
134;2022-05-19 13:00:00+00:00;2022-05-19 14:00:00+00:00;643;electric cars;2022-05-19
135;2022-05-19 14:00:00+00:00;2022-05-19 15:00:00+00:00;648;electric cars;2022-05-19
136;2022-05-19 15:00:00+00:00;2022-05-19 16:00:00+00:00;690;electric cars;2022-05-19
137;2022-05-19 16:00:00+00:00;2022-05-19 17:00:00+00:00;592;electric cars;2022-05-19
138;2022-05-19 17:00:00+00:00;2022-05-19 18:00:00+00:00;542;electric cars;2022-05-19
139;2022-05-19 18:00:00+00:00;2022-05-19 19:00:00+00:00;546;electric cars;2022-05-19
140;2022-05-19 19:00:00+00:00;2022-05-19 20:00:00+00:00;506;electric cars;2022-05-19
141;2022-05-19 20:00:00+00:00;2022-05-19 21:00:00+00:00;523;electric cars;2022-05-19
142;2022-05-19 21:00:00+00:00;2022-05-19 22:00:00+00:00;652;electric cars;2022-05-19
143;2022-05-19 22:00:00+00:00;2022-05-19 23:00:00+00:00;595;electric cars;2022-05-19
144;2022-05-19 23:00:00+00:00;2022-05-20 00:00:00+00:00;546;electric cars;2022-05-19
145;2022-05-20 00:00:00+00:00;2022-05-20 01:00:00+00:00;428;electric cars;2022-05-20
146;2022-05-20 01:00:00+00:00;2022-05-20 02:00:00+00:00;458;electric cars;2022-05-20
147;2022-05-20 02:00:00+00:00;2022-05-20 03:00:00+00:00;533;electric cars;2022-05-20
148;2022-05-20 03:00:00+00:00;2022-05-20 04:00:00+00:00;412;electric cars;2022-05-20
149;2022-05-20 04:00:00+00:00;2022-05-20 05:00:00+00:00;324;electric cars;2022-05-20
150;2022-05-20 05:00:00+00:00;2022-05-20 06:00:00+00:00;262;electric cars;2022-05-20
151;2022-05-20 06:00:00+00:00;2022-05-20 07:00:00+00:00;271;electric cars;2022-05-20
152;2022-05-20 07:00:00+00:00;2022-05-20 08:00:00+00:00;230;electric cars;2022-05-20
153;2022-05-20 08:00:00+00:00;2022-05-20 09:00:00+00:00;213;electric cars;2022-05-20
154;2022-05-20 09:00:00+00:00;2022-05-20 10:00:00+00:00;250;electric cars;2022-05-20
155;2022-05-20 10:00:00+00:00;2022-05-20 11:00:00+00:00;278;electric cars;2022-05-20
156;2022-05-20 11:00:00+00:00;2022-05-20 12:00:00+00:00;392;electric cars;2022-05-20
157;2022-05-20 12:00:00+00:00;2022-05-20 13:00:00+00:00;568;electric cars;2022-05-20
158;2022-05-20 13:00:00+00:00;2022-05-20 14:00:00+00:00;729;electric cars;2022-05-20
159;2022-05-20 14:00:00+00:00;2022-05-20 15:00:00+00:00;702;electric cars;2022-05-20
160;2022-05-20 15:00:00+00:00;2022-05-20 16:00:00+00:00;788;electric cars;2022-05-20
161;2022-05-20 16:00:00+00:00;2022-05-20 17:00:00+00:00;704;electric cars;2022-05-20
162;2022-05-20 17:00:00+00:00;2022-05-20 18:00:00+00:00;615;electric cars;2022-05-20
163;2022-05-20 18:00:00+00:00;2022-05-20 19:00:00+00:00;558;electric cars;2022-05-20
164;2022-05-20 19:00:00+00:00;2022-05-20 20:00:00+00:00;505;electric cars;2022-05-20
165;2022-05-20 20:00:00+00:00;2022-05-20 21:00:00+00:00;501;electric cars;2022-05-20
166;2022-05-20 21:00:00+00:00;2022-05-20 22:00:00+00:00;493;electric cars;2022-05-20
167;2022-05-20 22:00:00+00:00;2022-05-20 23:00:00+00:00;538;electric cars;2022-05-20
168;2022-05-20 23:00:00+00:00;2022-05-20 23:51:19+00:00;399;electric cars;2022-05-20
169;2022-05-13 23:51:19+00:00;2022-05-14 00:00:00+00:00;47;renewable energy;2022-05-13
170;2022-05-14 00:00:00+00:00;2022-05-14 01:00:00+00:00;412;renewable energy;2022-05-14
171;2022-05-14 01:00:00+00:00;2022-05-14 02:00:00+00:00;436;renewable energy;2022-05-14
172;2022-05-14 02:00:00+00:00;2022-05-14 03:00:00+00:00;536;renewable energy;2022-05-14
173;2022-05-14 03:00:00+00:00;2022-05-14 04:00:00+00:00;316;renewable energy;2022-05-14
174;2022-05-14 04:00:00+00:00;2022-05-14 05:00:00+00:00;535;renewable energy;2022-05-14
175;2022-05-14 05:00:00+00:00;2022-05-14 06:00:00+00:00;319;renewable energy;2022-05-14
176;2022-05-14 06:00:00+00:00;2022-05-14 07:00:00+00:00;392;renewable energy;2022-05-14
177;2022-05-14 07:00:00+00:00;2022-05-14 08:00:00+00:00;474;renewable energy;2022-05-14
178;2022-05-14 08:00:00+00:00;2022-05-14 09:00:00+00:00;319;renewable energy;2022-05-14
179;2022-05-14 09:00:00+00:00;2022-05-14 10:00:00+00:00;482;renewable energy;2022-05-14
180;2022-05-14 10:00:00+00:00;2022-05-14 11:00:00+00:00;451;renewable energy;2022-05-14
181;2022-05-14 11:00:00+00:00;2022-05-14 12:00:00+00:00;505;renewable energy;2022-05-14
182;2022-05-14 12:00:00+00:00;2022-05-14 13:00:00+00:00;641;renewable energy;2022-05-14
183;2022-05-14 13:00:00+00:00;2022-05-14 14:00:00+00:00;522;renewable energy;2022-05-14
184;2022-05-14 14:00:00+00:00;2022-05-14 15:00:00+00:00;477;renewable energy;2022-05-14
185;2022-05-14 15:00:00+00:00;2022-05-14 16:00:00+00:00;497;renewable energy;2022-05-14
186;2022-05-14 16:00:00+00:00;2022-05-14 17:00:00+00:00;563;renewable energy;2022-05-14
187;2022-05-14 17:00:00+00:00;2022-05-14 18:00:00+00:00;563;renewable energy;2022-05-14
188;2022-05-14 18:00:00+00:00;2022-05-14 19:00:00+00:00;637;renewable energy;2022-05-14
189;2022-05-14 19:00:00+00:00;2022-05-14 20:00:00+00:00;326;renewable energy;2022-05-14
190;2022-05-14 20:00:00+00:00;2022-05-14 21:00:00+00:00;279;renewable energy;2022-05-14
191;2022-05-14 21:00:00+00:00;2022-05-14 22:00:00+00:00;264;renewable energy;2022-05-14
192;2022-05-14 22:00:00+00:00;2022-05-14 23:00:00+00:00;189;renewable energy;2022-05-14
193;2022-05-14 23:00:00+00:00;2022-05-15 00:00:00+00:00;161;renewable energy;2022-05-14
194;2022-05-15 00:00:00+00:00;2022-05-15 01:00:00+00:00;253;renewable energy;2022-05-15
195;2022-05-15 01:00:00+00:00;2022-05-15 02:00:00+00:00;191;renewable energy;2022-05-15
196;2022-05-15 02:00:00+00:00;2022-05-15 03:00:00+00:00;157;renewable energy;2022-05-15
197;2022-05-15 03:00:00+00:00;2022-05-15 04:00:00+00:00;205;renewable energy;2022-05-15
198;2022-05-15 04:00:00+00:00;2022-05-15 05:00:00+00:00;128;renewable energy;2022-05-15
199;2022-05-15 05:00:00+00:00;2022-05-15 06:00:00+00:00;219;renewable energy;2022-05-15
200;2022-05-15 06:00:00+00:00;2022-05-15 07:00:00+00:00;431;renewable energy;2022-05-15
201;2022-05-15 07:00:00+00:00;2022-05-15 08:00:00+00:00;215;renewable energy;2022-05-15
202;2022-05-15 08:00:00+00:00;2022-05-15 09:00:00+00:00;219;renewable energy;2022-05-15
203;2022-05-15 09:00:00+00:00;2022-05-15 10:00:00+00:00;171;renewable energy;2022-05-15
204;2022-05-15 10:00:00+00:00;2022-05-15 11:00:00+00:00;263;renewable energy;2022-05-15
205;2022-05-15 11:00:00+00:00;2022-05-15 12:00:00+00:00;259;renewable energy;2022-05-15
206;2022-05-15 12:00:00+00:00;2022-05-15 13:00:00+00:00;289;renewable energy;2022-05-15
207;2022-05-15 13:00:00+00:00;2022-05-15 14:00:00+00:00;293;renewable energy;2022-05-15
208;2022-05-15 14:00:00+00:00;2022-05-15 15:00:00+00:00;326;renewable energy;2022-05-15
209;2022-05-15 15:00:00+00:00;2022-05-15 16:00:00+00:00;266;renewable energy;2022-05-15
210;2022-05-15 16:00:00+00:00;2022-05-15 17:00:00+00:00;404;renewable energy;2022-05-15
211;2022-05-15 17:00:00+00:00;2022-05-15 18:00:00+00:00;430;renewable energy;2022-05-15
212;2022-05-15 18:00:00+00:00;2022-05-15 19:00:00+00:00;544;renewable energy;2022-05-15
213;2022-05-15 19:00:00+00:00;2022-05-15 20:00:00+00:00;255;renewable energy;2022-05-15
214;2022-05-15 20:00:00+00:00;2022-05-15 21:00:00+00:00;275;renewable energy;2022-05-15
215;2022-05-15 21:00:00+00:00;2022-05-15 22:00:00+00:00;212;renewable energy;2022-05-15
216;2022-05-15 22:00:00+00:00;2022-05-15 23:00:00+00:00;185;renewable energy;2022-05-15
217;2022-05-15 23:00:00+00:00;2022-05-16 00:00:00+00:00;201;renewable energy;2022-05-15
218;2022-05-16 00:00:00+00:00;2022-05-16 01:00:00+00:00;195;renewable energy;2022-05-16
219;2022-05-16 01:00:00+00:00;2022-05-16 02:00:00+00:00;191;renewable energy;2022-05-16
220;2022-05-16 02:00:00+00:00;2022-05-16 03:00:00+00:00;204;renewable energy;2022-05-16
221;2022-05-16 03:00:00+00:00;2022-05-16 04:00:00+00:00;180;renewable energy;2022-05-16
222;2022-05-16 04:00:00+00:00;2022-05-16 05:00:00+00:00;168;renewable energy;2022-05-16
223;2022-05-16 05:00:00+00:00;2022-05-16 06:00:00+00:00;264;renewable energy;2022-05-16
224;2022-05-16 06:00:00+00:00;2022-05-16 07:00:00+00:00;362;renewable energy;2022-05-16
225;2022-05-16 07:00:00+00:00;2022-05-16 08:00:00+00:00;603;renewable energy;2022-05-16
226;2022-05-16 08:00:00+00:00;2022-05-16 09:00:00+00:00;846;renewable energy;2022-05-16
227;2022-05-16 09:00:00+00:00;2022-05-16 10:00:00+00:00;702;renewable energy;2022-05-16
228;2022-05-16 10:00:00+00:00;2022-05-16 11:00:00+00:00;622;renewable energy;2022-05-16
229;2022-05-16 11:00:00+00:00;2022-05-16 12:00:00+00:00;553;renewable energy;2022-05-16
230;2022-05-16 12:00:00+00:00;2022-05-16 13:00:00+00:00;682;renewable energy;2022-05-16
231;2022-05-16 13:00:00+00:00;2022-05-16 14:00:00+00:00;562;renewable energy;2022-05-16
232;2022-05-16 14:00:00+00:00;2022-05-16 15:00:00+00:00;625;renewable energy;2022-05-16
233;2022-05-16 15:00:00+00:00;2022-05-16 16:00:00+00:00;705;renewable energy;2022-05-16
234;2022-05-16 16:00:00+00:00;2022-05-16 17:00:00+00:00;622;renewable energy;2022-05-16
235;2022-05-16 17:00:00+00:00;2022-05-16 18:00:00+00:00;836;renewable energy;2022-05-16
236;2022-05-16 18:00:00+00:00;2022-05-16 19:00:00+00:00;461;renewable energy;2022-05-16
237;2022-05-16 19:00:00+00:00;2022-05-16 20:00:00+00:00;447;renewable energy;2022-05-16
238;2022-05-16 20:00:00+00:00;2022-05-16 21:00:00+00:00;352;renewable energy;2022-05-16
239;2022-05-16 21:00:00+00:00;2022-05-16 22:00:00+00:00;371;renewable energy;2022-05-16
240;2022-05-16 22:00:00+00:00;2022-05-16 23:00:00+00:00;339;renewable energy;2022-05-16
241;2022-05-16 23:00:00+00:00;2022-05-17 00:00:00+00:00;287;renewable energy;2022-05-16
242;2022-05-17 00:00:00+00:00;2022-05-17 01:00:00+00:00;238;renewable energy;2022-05-17
243;2022-05-17 01:00:00+00:00;2022-05-17 02:00:00+00:00;250;renewable energy;2022-05-17
244;2022-05-17 02:00:00+00:00;2022-05-17 03:00:00+00:00;286;renewable energy;2022-05-17
245;2022-05-17 03:00:00+00:00;2022-05-17 04:00:00+00:00;269;renewable energy;2022-05-17
246;2022-05-17 04:00:00+00:00;2022-05-17 05:00:00+00:00;358;renewable energy;2022-05-17
247;2022-05-17 05:00:00+00:00;2022-05-17 06:00:00+00:00;434;renewable energy;2022-05-17
248;2022-05-17 06:00:00+00:00;2022-05-17 07:00:00+00:00;557;renewable energy;2022-05-17
249;2022-05-17 07:00:00+00:00;2022-05-17 08:00:00+00:00;900;renewable energy;2022-05-17
250;2022-05-17 08:00:00+00:00;2022-05-17 09:00:00+00:00;1161;renewable energy;2022-05-17
251;2022-05-17 09:00:00+00:00;2022-05-17 10:00:00+00:00;2084;renewable energy;2022-05-17
252;2022-05-17 10:00:00+00:00;2022-05-17 11:00:00+00:00;1196;renewable energy;2022-05-17
253;2022-05-17 11:00:00+00:00;2022-05-17 12:00:00+00:00;716;renewable energy;2022-05-17
254;2022-05-17 12:00:00+00:00;2022-05-17 13:00:00+00:00;870;renewable energy;2022-05-17
255;2022-05-17 13:00:00+00:00;2022-05-17 14:00:00+00:00;760;renewable energy;2022-05-17
256;2022-05-17 14:00:00+00:00;2022-05-17 15:00:00+00:00;665;renewable energy;2022-05-17
257;2022-05-17 15:00:00+00:00;2022-05-17 16:00:00+00:00;735;renewable energy;2022-05-17
258;2022-05-17 16:00:00+00:00;2022-05-17 17:00:00+00:00;847;renewable energy;2022-05-17
259;2022-05-17 17:00:00+00:00;2022-05-17 18:00:00+00:00;930;renewable energy;2022-05-17
260;2022-05-17 18:00:00+00:00;2022-05-17 19:00:00+00:00;694;renewable energy;2022-05-17
261;2022-05-17 19:00:00+00:00;2022-05-17 20:00:00+00:00;490;renewable energy;2022-05-17
262;2022-05-17 20:00:00+00:00;2022-05-17 21:00:00+00:00;438;renewable energy;2022-05-17
263;2022-05-17 21:00:00+00:00;2022-05-17 22:00:00+00:00;569;renewable energy;2022-05-17
264;2022-05-17 22:00:00+00:00;2022-05-17 23:00:00+00:00;415;renewable energy;2022-05-17
265;2022-05-17 23:00:00+00:00;2022-05-18 00:00:00+00:00;325;renewable energy;2022-05-17
266;2022-05-18 00:00:00+00:00;2022-05-18 01:00:00+00:00;308;renewable energy;2022-05-18
267;2022-05-18 01:00:00+00:00;2022-05-18 02:00:00+00:00;219;renewable energy;2022-05-18
268;2022-05-18 02:00:00+00:00;2022-05-18 03:00:00+00:00;305;renewable energy;2022-05-18
269;2022-05-18 03:00:00+00:00;2022-05-18 04:00:00+00:00;296;renewable energy;2022-05-18
270;2022-05-18 04:00:00+00:00;2022-05-18 05:00:00+00:00;416;renewable energy;2022-05-18
271;2022-05-18 05:00:00+00:00;2022-05-18 06:00:00+00:00;459;renewable energy;2022-05-18
272;2022-05-18 06:00:00+00:00;2022-05-18 07:00:00+00:00;544;renewable energy;2022-05-18
273;2022-05-18 07:00:00+00:00;2022-05-18 08:00:00+00:00;695;renewable energy;2022-05-18
274;2022-05-18 08:00:00+00:00;2022-05-18 09:00:00+00:00;797;renewable energy;2022-05-18
275;2022-05-18 09:00:00+00:00;2022-05-18 10:00:00+00:00;694;renewable energy;2022-05-18
276;2022-05-18 10:00:00+00:00;2022-05-18 11:00:00+00:00;746;renewable energy;2022-05-18
