,CountryCode,CountryName,Year,elec_energy_prod_hydroelectric_percent,elec_energy_prod_naturalgas_percent,elec_energy_prod_nuclear_percent,elec_energy_prod_oil_gas_coal_percent,elec_energy_prod_renewable_percent,elect_access_percent_population,elect_consumption_Kwh_per_capita,female_population_percent,gdp_growth_annual_percent,population_0_14_percent,population_15_64_percent,population_65_plus_percent,population_density,population_largest_city,rural_population_percent,surface_area,total_population 
1494,ECU,Ecuador,1996,67.9229122055675,0.0,0.0,32.0770877944325,0.0,,613.173472287366,49.81045887013121,1.73174751447954,36.1581480860155,59.21851195020661,4.62333996377791,42.2030053460483,1858733.0,41.723,283560.0,11683480.0
1495,ECU,Ecuador,1997,63.057324840764295,0.0,0.0,36.942675159235705,0.0,,656.1849816071141,49.824440119074296,4.32786476432231,35.8325050308214,59.454367722374,4.71312724680463,43.07539011703511,1911062.0,41.215,283560.0,11924991.0
1496,ECU,Ecuador,1998,59.742883379247,0.0,0.0,40.257116620753,0.0,,688.513466131344,49.8389207331505,3.2665294037466603,35.499589892605904,59.6962138829471,4.8041962244470096,48.9768360444516,1964940.0,40.709,256370.0,12163887.0
1497,ECU,Ecuador,1999,69.6255335661622,0.0,0.0,30.3744664338378,0.0,,637.002728755802,49.85302077453179,-4.73938579085586,35.1380561060841,59.9641365366715,4.89780735724441,49.9222539861491,2020337.0,40.204,256370.0,12398691.0
1498,ECU,Ecuador,2000,71.7018469656992,0.0,0.0,28.2981530343008,0.0,94.0,637.521384008167,49.866152975358496,1.09180156435758,34.7386677030447,60.266501517666704,4.99483077928853,50.8479465292318,2077375.0,39.701,256370.0,12628596.0
1499,ECU,Ecuador,2001,63.9909502262444,0.0,0.0,36.009049773755706,0.0,,649.977479532984,49.8781311676961,4.01562989958492,34.3754213591438,60.529856910811205,5.09472173004492,51.75049524883229,2135860.0,39.201,256370.0,12852753.0
1500,ECU,Ecuador,2002,63.29912516823689,3.14602960969044,0.0,36.7008748317631,0.0,,692.2399965238831,49.8891681614583,4.096776658853569,33.967847138965695,60.834684306738005,5.197468554296269,52.633499758415205,2181496.0,38.882,256370.0,13072056.0
1501,ECU,Ecuador,2003,62.1946994630175,8.124025636584099,0.0,37.8053005369825,0.0,,720.111967252588,49.8995078858656,2.72287733695475,33.5323561281002,61.16220954731521,5.30543432458464,53.5094218070543,2218121.0,38.684,256370.0,13289600.0
1502,ECU,Ecuador,2004,57.5778761749398,9.60925969082576,0.0,42.42212382506021,0.0,,829.0373285160339,49.9095424047042,8.211020917340361,33.0994707855018,61.4801277161613,5.42040149833693,54.3954139152843,2255412.0,38.486,256370.0,13509645.0
1503,ECU,Ecuador,2005,54.1244004089015,11.2998348667138,0.0,44.7275300778485,1.14806951324998,,802.825900574523,49.91952083517771,5.29130826699402,32.6876677437993,61.7696228210779,5.54270943512276,55.30372040586251,2293226.0,38.289,256370.0,13735232.0
1504,ECU,Ecuador,2006,50.3958156629912,12.143059089624,0.0,48.05626236923951,1.5479219677693,,873.385268219272,49.9294433001205,4.4035264338318605,32.2508124222749,62.1058973373169,5.643290240408269,56.2388870993719,2331727.0,38.093,256370.0,13967490.0
1505,ECU,Ecuador,2007,55.235010084958105,12.2669763461891,0.0,43.4875618849704,1.2774280300715102,,958.15142875506,49.939188956599104,2.19006397224541,31.8570813416429,62.3892091213538,5.7537095370033,57.19712916733771,2370874.0,37.896,256370.0,14205479.0
1506,ECU,Ecuador,2008,59.9915011154786,9.332837565069587,0.0,38.839902262828005,1.1685966216933998,,1084.60920844985,49.9487112046291,6.3571305999083,31.488212575099,62.641414490988105,5.8703729339129005,58.1720083749396,2410734.0,37.7,256370.0,14447600.0
1507,ECU,Ecuador,2009,49.6126533247256,10.6412739401765,0.0,49.1015709059608,1.28577576931354,,1112.49439294386,49.9579547365075,0.566491592100093,31.1166124736324,62.8956709782858,5.9877165480818295,59.1532855532292,2451152.0,37.505,256370.0,14691310.0
1508,ECU,Ecuador,2010,44.1716536238556,11.2014730704312,0.0,54.3910797401667,1.4372666359777,97.0,1146.59210916435,49.9668757815695,3.52529866894027,30.731393724088896,63.1650254320611,6.103580843850009,60.133242067965895,2492304.0,37.31,256370.0,14934692.0
1509,ECU,Ecuador,2011,54.1435658009921,9.41056317478844,0.0,44.402295496547005,1.45413870246085,,1218.53191085623,49.975496268106,7.868140919109959,30.4049078622784,63.396128950642,6.19896318707963,61.1100016105653,2534147.0,37.115,256370.0,15177280.0
1510,ECU,Ecuador,2012,53.5650194773931,10.2289140806233,0.0,45.1306517267037,1.30432879590318,97.2,1281.55964661095,49.9838289105874,5.641962066712001,30.0496066894028,63.65444051889379,6.29595279170334,62.08525124818811,2576692.0,36.912,256370.0,15419493.0
1511,ECU,Ecuador,2013,,,,,,,,49.9918589196103,4.55357553062048,29.684684143959306,63.9107694170195,6.404546439021191,63.0589144789821,2619952.0,36.702,256370.0,15661312.0
1512,EGY,Egypt,1990,23.5043544112079,44.8007383566831,0.0,76.4956455887921,0.0,95.5,674.660280116735,49.829200074975205,5.7017532953501,40.9844869626941,54.320972221476005,4.69454081582987,56.6550534933949,9892143.0,56.522,1001450.0,56397273.0
1513,EGY,Egypt,1991,22.3496478237313,49.39949431099871,0.0,77.6503521762687,0.0,,691.127038894968,49.80932687128139,1.07883798756544,40.988782285847705,54.2778373338191,4.73338038033326,57.953516500075295,10275264.0,56.655,1001450.0,57689828.0
1514,EGY,Egypt,1992,21.235605762073604,52.55702964227861,0.0,78.76439423792641,0.0,,695.24095389944,49.7817403334692,4.4319960978055,40.7868871700898,54.432994810191296,4.78011801971888,59.19133859058721,10673781.0,56.788,1001450.0,58922018.0
1515,EGY,Egypt,1993,21.936982174240494,59.289480291237794,0.0,78.0630178257595,0.0,,711.697852809957,49.752201744006605,2.9007908187245,40.4315701574554,54.7381493756286,4.8302804669159904,60.3831161786127,11086594.0,56.921,1001450.0,60108373.0
1516,EGY,Egypt,1994,22.2517442803829,61.34390718805779,0.0,77.74825571961709,0.0,,724.839829949472,49.7278998640295,3.97317215878972,40.0044068459884,55.1186253839323,4.8769677700793,61.55291275302629,11515975.0,57.054,1001450.0,61272847.0
1517,EGY,Egypt,1995,21.948076923076897,58.9519230769231,0.0,78.05192307692309,0.0,,744.139536766251,49.7132844459605,4.6424587953029,39.54733892674479,55.5356109288696,4.91705014438565,62.7199025566327,11961986.0,57.186,1001450.0,62434527.0
1518,EGY,Egypt,1996,20.955749002539,58.708741385564,0.0,79.044250997461,0.0,,803.514342157069,49.7103299347822,4.98873054399822,38.9091567912631,56.1184071314083,4.97243607732852,63.886311718318304,12425922.0,57.319,1001450.0,63595629.0
1519,EGY,Egypt,1997,20.5158485657561,56.457520366947406,0.0,79.48415143424391,0.0,,843.94048753257,49.71641690873201,5.49113150994471,38.3128704777359,56.674766378636505,5.0123631436275895,65.05054598422821,12772788.0,57.342,1001450.0,64754566.0
1520,EGY,Egypt,1998,19.4104754947114,50.93542546771271,0.0,80.5895245052886,0.0,,889.042253868952,49.7258452659334,4.0363670640121,37.7145382527692,57.2452377731433,5.0402239740874295,66.22394494952029,13050816.0,57.296,1001450.0,65922626.0
1521,EGY,Egypt,1999,21.401562157821697,61.8745893860866,0.0,78.5633987882327,0.0350390539455435,,947.508180881591,49.730959976578,6.10546040600572,37.0581341640294,57.8822824120623,5.05958342390835,67.4196363453714,13334896.0,57.25,1001450.0,67112877.0
1522,EGY,Egypt,2000,17.528121520801598,53.7424977285234,0.0,82.2965588728357,0.175319606362694,97.7,984.065171379107,49.726806527352295,5.3680059665315705,36.3373081443517,58.5912836199889,5.07140823565936,68.64724998744289,13625565.0,57.203,1001450.0,68334905.0
1523,EGY,Egypt,2001,18.1671909896496,65.97824259744,0.0,81.5674455464566,0.265363463893759,,1036.94047459377,49.712197330041,3.53522567762784,35.658680477405504,59.2566344700416,5.0846850525528495,69.9180722286403,13921743.0,57.157,1001450.0,69599945.0
1524,EGY,Egypt,2002,14.4175355981612,67.22166162125801,0.0,85.3537392084314,0.228725193407333,,1087.72250968887,49.6896643585816,2.37048910032468,34.9598899768449,59.9513360206384,5.08877400251676,71.2328193279421,14224781.0,57.111,1001450.0,70908710.0
1525,EGY,Egypt,2003,13.6778626435393,71.5421871552693,0.0,85.93551369467241,0.3866236617883449,,1155.81652468415,49.6625785323382,3.19345473739772,34.2721669498178,60.64531864341121,5.08251440677095,72.57785524134809,14534415.0,57.065,1001450.0,72247626.0
1526,EGY,Egypt,2004,12.481860630411,73.9444614458188,0.0,87.0018460201976,0.516293349391406,,1199.58854323576,49.6355647695744,4.09207161125322,33.6393012191901,61.29778563713489,5.062913143675019,73.9324606961676,14851230.0,57.019,1001450.0,73596068.0
1527,EGY,Egypt,2005,11.6330849204159,74.30858404637041,0.0,87.85904867053091,0.507866409053271,,1271.75487374489,49.6117530176457,4.47174447174446,33.0841263287005,61.8851562969633,5.03071737433618,75.28466020392791,15174050.0,56.973,1001450.0,74942115.0
1528,EGY,Egypt,2006,11.1994939648375,74.3507759494658,0.0,88.2667429185405,0.533763116622042,,1343.76874198165,49.5918906352252,6.843838193791161,32.729999370036694,62.266525343371,5.00347528659233,76.6229192827364,15504347.0,56.927,1001450.0,76274285.0
1529,EGY,Egypt,2007,12.395208145194198,74.4807358805712,0.0,86.94067722110779,0.6641146336980239,,1436.07409836698,49.5749151343696,7.08782742681046,32.3799602055668,62.6543523230048,4.96568747142835,77.9600452056859,15841834.0,56.922,1001450.0,77605327.0
1530,EGY,Egypt,2008,11.2042124542125,72.8594322344322,0.0,88.0990537240537,0.696733821733822,,1482.8532603816598,49.5599074869744,7.15220293936281,32.08717186696,62.9833989569658,4.92942917607425,79.33710583153349,16186667.0,56.942,1001450.0,78976122.0
1531,EGY,Egypt,2009,9.253956834532367,74.36618705035971,0.0,89.93093525179859,0.815107913669065,,1550.4874708989098,49.5454569921503,4.685040602116901,31.927910245092896,63.161780156278894,4.91030959862818,80.8101290873474,16539006.0,56.961,1001450.0,80442443.0
1532,EGY,Egypt,2010,8.88716313796016,76.47687947900491,0.0,89.9520422899807,1.16079457205918,99.6,1589.87591008466,49.530729722753,5.13898583215666,31.9387024979244,63.1453868050404,4.915910697035191,82.4159867396655,16899015.0,56.981,1001450.0,82040994.0
1533,EGY,Egypt,2011,8.21696758700431,79.69391255733579,0.0,90.67316366593398,1.10986874706174,,1700.74023095103,49.5156850950106,1.82184437597417,31.9712679797117,63.0530455126588,4.975686507629519,84.1706102767592,17266860.0,57.0,1001450.0,83787634.0
1534,EGY,Egypt,2012,8.12708378963763,75.7769341218272,0.0,90.9621328271398,0.910783383222604,100.0,1700.44905667699,49.501058254091205,2.19184690487997,32.2500549900817,62.706583453907605,5.043361556010701,86.05244060475158,17642712.0,56.998,1001450.0,85660902.0
1535,EGY,Egypt,2013,,,,,,,,49.4876994930109,2.10913582817909,32.648534149983,62.2403687067541,5.11109714326295,88.0143744035361,18026746.0,56.975,1001450.0,87613909.0
1536,EMU,Euro area,1990,10.994929946653,8.84678769645669,35.5120261252958,51.1928745443912,0.883464385610466,99.99104490179408,5300.165449201289,51.3133545304356,3.60381036789215,18.291944285297895,67.6525738064935,14.0554819082085,117.739236569431,,28.708894529991497,2725255.0,311482918.0
1537,EMU,Euro area,1991,11.6570599537309,8.49569518432006,35.4854050783942,50.6077156188908,0.909136740215437,,5403.11636818801,51.29276688149321,2.67651477811874,18.073692844252,67.6192606122395,14.3070465435084,118.165674049681,,28.5409097115537,2725255.0,312611072.0
1538,EMU,Euro area,1992,11.9431486635568,7.97884314922356,36.3556232534958,49.453046687312096,0.954970291928701,,5417.1231301619,51.2722736666954,1.42196441077044,17.870961931656698,67.5900503674262,14.5389877009171,118.704522568618,,28.3854769221766,2725255.0,314036613.0
1539,EMU,Euro area,1993,12.3722024482951,8.38255270814752,37.7135345271877,47.686338117855605,1.05036927879214,,5360.52223378303,51.2530565603598,-0.6572833951361329,17.6802392293707,67.5666364237465,14.7531243468828,119.173385063515,,28.244929041549803,2725275.0,315275812.0
1540,EMU,Euro area,1994,13.4976237005388,8.95363374643169,36.134151952957296,47.96693153366489,1.11454899965903,,5446.15543441734,51.2360627857514,2.47576168127475,17.495097468744902,67.55074729985661,14.9541552313985,119.502747672284,,28.121210961599804,2725285.0,316145953.0
1541,EMU,Euro area,1995,12.324579611359,9.346534717273167,36.43368221835671,48.7176072097773,1.2182959753000402,,5569.934205983261,51.221742008171205,2.4703490952502403,17.3078278560312,67.5458980747555,15.1462740692134,119.79188373322,,28.006956535627104,2725305.0,316909668.0
1542,EMU,Euro area,1996,12.7781039502813,10.159663896136,36.9477118031053,47.66021642484551,1.21343104987735,,5708.04996437895,51.2105798045582,1.7350962593274295,17.102395051990598,67.5238109784833,15.3737939695261,120.085158072676,,27.8934068489593,2725315.0,317684325.0
1543,EMU,Euro area,1997,12.043988639787,11.5004390109508,37.074410425029605,48.0009681414517,1.46096664804196,,5805.8660795233,51.20223437889871,2.72210665990961,16.905792623832,67.5117248415903,15.582482534577698,120.355240994734,,27.7832312586732,2725315.0,318394013.0
1544,EMU,Euro area,1998,11.9184314656855,12.283786122863,35.7479480563394,49.299833348764,1.70379755497679,,5939.24813000287,51.1952117800805,2.9686045156609704,16.712352474435598,67.5033895264501,15.7842579991143,120.599859304111,,27.675077352585102,2725315.0,319037521.0
1545,EMU,Euro area,1999,11.7517933343643,13.9610567666474,35.898702732133,49.278096148116894,1.84148105036356,,6071.08567380673,51.187548315936205,2.99419398107386,16.520909811451098,67.4844786760193,15.9946115125296,120.928006994831,,27.5539685271939,2725315.0,319900773.0
1546,EMU,Euro area,2000,11.7112821430702,14.344967484040302,35.8551399081201,49.0235666129706,2.19194558797208,100.0,6245.0988618547,51.1779533130548,3.8738276648882,16.3356956693126,67.4434368250491,16.220867505638303,119.916067850183,,27.4082796354615,2757445.0,321109088.0
1547,EMU,Euro area,2001,12.4722335105194,14.9793241423007,35.594714930708,48.07576653240461,2.41611032598477,,6381.19472964678,51.1653452776466,2.1504378914819697,16.1952758098374,67.3480755140625,16.456648676100198,120.475884227559,,27.232776155565094,2757465.0,322544302.0
1548,EMU,Euro area,2002,10.0329150058951,15.4055838711873,35.674523104881104,49.9033426342673,2.98000820346054,,6481.830557973361,51.1508962911235,1.00686876395721,16.051913929875802,67.2365992833472,16.711486786777,121.076327279952,,27.0162528346662,2757775.0,324209956.0
1549,EMU,Euro area,2003,10.0855141305693,16.922906448004,34.7418066017122,50.336075517308,3.46755883324122,,6620.414392929761,51.1366077319916,0.7038114751968859,15.9109271794877,67.1142656016311,16.9748072188811,121.730377102587,,26.794330802016603,2757825.0,325980803.0
1550,EMU,Euro area,2004,10.0631542588552,18.2638350091733,34.295661214762696,49.9688871763095,4.17914217128456,,6746.740369310201,51.124817150133495,2.2753307160896097,15.7806238594913,66.9974622445899,17.2219138959188,122.409083983491,,26.576858826728103,2757835.0,327788514.0
1551,EMU,Euro area,2005,8.58294464672835,20.5323473670224,33.7984877252648,51.12537701915421,4.90517662608918,,6786.8602580262095,51.1169351890205,1.69733267915599,15.665252928155802,66.8991536821499,17.4355933896943,123.051271776379,,26.3584168878814,2757855.0,329490945.0
1552,EMU,Euro area,2006,9.14415406877086,21.149280280248803,33.2964278999972,50.410496738909394,5.670010131626071,,6853.75155246912,51.1132628458185,3.24743341964296,15.5891763352426,66.7662958319283,17.6445278328291,123.656317308432,,26.1260350303854,2758155.0,331033155.0
1553,EMU,Euro area,2007,9.08023041492192,22.3210121478204,31.3781976878168,51.1770434144301,6.75126038552173,,6862.13394212223,51.113099808607394,3.0551033688922,15.5181823114962,66.6493856280985,17.8324320604052,124.29831720892,,25.886289953395,2758144.0,332759025.0
1554,EMU,Euro area,2008,9.539486518972868,23.943009018118,31.569916111993297,49.7428818960074,7.67851111898923,,6854.87586090093,51.115907074862,0.4775366069977029,15.4556251622925,66.53572369132,18.0086511463875,124.928742757484,,25.6491369839843,2758160.0,334378776.0
1555,EMU,Euro area,2009,10.2916111191657,23.402221074928104,31.0775891029064,48.1186636066919,9.0666782181894,,6497.03704937045,51.120541716553,-4.542604463336451,15.3988805830144,66.4027861131476,18.1983333038381,125.327575339451,,25.414868438096494,2758296.0,335433365.0
1556,EMU,Euro area,2010,11.2445878939544,23.1363888755074,30.6792779407502,46.3896192362074,10.0193369488695,100.0,6770.5870322964,51.1254770522085,2.09714250243469,15.340605578722998,66.2341739869883,18.4252204342886,125.549928411757,,25.1808088537475,2758480.0,336199356.0
1557,EMU,Euro area,2011,9.20632705864918,22.3353247485959,30.5606483228823,46.2527608191394,12.3013044369402,,6608.235282428311,51.1308268800334,1.63105893153714,15.30650526693,65.9955093683035,18.6979853647665,125.843392018906,,24.9475191293178,2758422.0,336958644.0
1558,EMU,Euro area,2012,9.81843020927422,19.3349375783413,29.2368451620397,44.8781039627048,14.4588793747605,100.0,6631.447797644069,51.137825789447405,-0.8593787126959279,15.274275698675,65.7320321675782,18.9936921337468,125.54300617316,,24.7202660773962,2758796.0,336189482.0
1559,EMU,Euro area,2013,,,,,,,,51.14329799796829,-0.2961068650429719,15.2256395077101,65.4418246892252,19.3325358030646,125.953667525443,,24.5106877007276,2758812.0,337283895.0
1560,ERI,Eritrea,1990,,,,,,22.9,,50.3521888398618,,46.9557829468032,51.4427621060036,1.60145494719318,31.0800297029703,358100.0,84.2,117600.0,3139083.0
1561,ERI,Eritrea,1991,,,,,,,,50.3496122942033,,47.6138407235994,50.746145405809706,1.6400138705909195,31.293504950495,361227.0,84.074,117600.0,3160644.0
1562,ERI,Eritrea,1992,0.0,0.0,0.0,100.0,0.0,,38.9164520724909,50.3499158550372,,48.2019491763792,50.1270796176822,1.67097120593858,31.2932376237624,364385.0,83.938,117600.0,3160617.0
1563,ERI,Eritrea,1993,0.0,0.0,0.0,100.0,0.0,,40.624461448179495,50.3510366061309,13.4547617958007,48.7232969543397,49.5839325176915,1.69277052796883,31.196148514851497,367562.0,83.79,117600.0,3150811.0
1564,ERI,Eritrea,1994,0.0,0.0,0.0,100.0,0.0,,44.792178586733705,50.3501572967888,21.221410995926306,49.203096314937895,49.0940067112026,1.70289697385947,31.1670396039604,370771.0,83.633,117600.0,3147871.0
1565,ERI,Eritrea,1995,0.0,0.0,0.0,100.0,0.0,,46.7748281894191,50.3451065786584,2.85837881006246,49.6468026402494,48.6537856796335,1.69941168011706,31.3276732673267,374008.0,83.464,117600.0,3164095.0
1566,ERI,Eritrea,1996,0.0,0.0,0.0,100.0,0.0,,52.7696576342082,50.3355713080443,9.25883989518238,49.01439393892079,49.230999332417,1.75460672866216,31.708891089108896,377278.0,83.283,117600.0,3202598.0
1567,ERI,Eritrea,1997,0.0,0.0,0.0,99.5327102803738,0.4672897196261679,,56.73781486420339,50.3221787811613,7.90868445207794,48.3443905622625,49.8525123504422,1.80309708729526,32.2832871287129,380568.0,83.092,117600.0,3260612.0
1568,ERI,Eritrea,1998,0.0,0.0,0.0,99.4871794871795,0.512820512820513,,48.84294655413011,50.305088625976,1.77258259246993,47.64272852880551,50.51247637634479,1.8447950948497,33.0418514851485,402017.0,82.888,117600.0,3337227.0
1569,ERI,Eritrea,1999,0.0,0.0,0.0,99.5327102803738,0.4672897196261679,,51.317100024025706,50.28472243280379,0.0134807225667544,46.9197493859443,51.2005868810166,1.87966373303912,33.9569900990099,424674.0,82.672,117600.0,3429656.0
1570,ERI,Eritrea,2000,0.0,0.0,0.0,99.5238095238095,0.476190476190476,32.2,48.654147087144096,50.2616291897727,-3.14198674619691,46.2039581845893,51.8883466528776,1.9076951625331295,35.0015445544554,448642.0,82.445,117600.0,3535156.0
1571,ERI,Eritrea,2001,0.0,0.0,0.0,99.5708154506438,0.4291845493562229,,53.0778882442327,50.235895645588506,8.75543631332825,45.2239202890501,52.8209529614999,1.9551267494499296,36.1881782178218,473892.0,82.204,117600.0,3655006.0
1572,ERI,Eritrea,2002,0.0,0.0,0.0,99.6138996138996,0.386100386100386,,57.0141680207532,50.20828648141279,3.0054286506350296,44.2918523586444,53.7120710607697,1.99607658058584,37.510217821782206,500600.0,81.951,117600.0,3788532.0
1573,ERI,Eritrea,2003,0.0,0.0,0.0,99.6389891696751,0.36101083032491,,59.3115582699149,50.1804038684373,-2.65551536421624,43.431003093365,54.5371305628132,2.03186634382172,38.8951287128713,519144.0,81.685,117600.0,3928408.0
1574,ERI,Eritrea,2004,0.0,0.0,0.0,99.6466431095406,0.3533568904593639,,57.8111754168186,50.1539007291096,1.45173436253818,42.6603669705812,55.2751098535335,2.06452317588521,40.2471089108911,538402.0,81.405,117600.0,4064958.0
1575,ERI,Eritrea,2005,0.0,0.0,0.0,99.6527777777778,0.347222222222222,,57.7390210563712,50.1295191222333,2.5744496012273,41.9886034624802,55.9155177913727,2.09587874614705,41.4977524752475,558318.0,81.111,117600.0,4191273.0
1576,ERI,Eritrea,2006,0.0,0.0,0.0,99.2565055762082,0.7434944237918221,,53.89783572311379,50.1073542667571,-0.969216372826736,41.963507448123295,55.8896395349918,2.14685301688489,42.6182178217822,579000.0,80.804,117600.0,4304440.0
1577,ERI,Eritrea,2007,0.0,0.0,0.0,99.3055555555556,0.694444444444444,,55.602218551215,50.0867735031145,1.4268217503387202,41.9852806175886,55.823016095821,2.19170328659039,43.626722772277205,600448.0,80.482,117600.0,4406299.0
1578,ERI,Eritrea,2008,0.0,0.0,0.0,99.3031358885017,0.696864111498258,,53.7701543647812,50.0667238733708,-9.7830297462648,42.0607256126798,55.70654649407479,2.23272789324536,44.560772277227706,622691.0,80.146,117600.0,4500638.0
1579,ERI,Eritrea,2009,0.0,0.0,0.0,99.3220338983051,0.677966101694915,,56.6011160433904,50.0460319461053,3.87650192032112,42.1879901575013,55.538691325596,2.2733185169027204,45.4806831683168,645757.0,79.794,117600.0,4593549.0
1580,ERI,Eritrea,2010,0.0,0.0,0.0,99.3569131832797,0.6430868167202571,32.5,57.999890823734894,50.0240528959004,2.19418976921348,42.345379114580496,55.33935906708879,2.3152618183307,46.43231683168321,669678.0,79.428,117600.0,4689664.0
1581,ERI,Eritrea,2011,0.0,0.0,0.0,99.406528189911,0.5934718100890211,,60.3394711172281,50.0007098761308,8.67980038573106,42.4816183839545,55.127017718508206,2.39136389753731,47.4214653465347,694486.0,79.046,117600.0,4789568.0
1582,ERI,Eritrea,2012,0.0,0.0,0.0,99.44289693593308,0.5571030640668521,36.0768,62.3437191155859,49.97648313152701,,42.612545232412295,54.91960419710179,2.4678505704859104,48.4379504950495,720212.0,78.648,117600.0,4892233.0
1583,ERI,Eritrea,2013,,,,,,,,49.9519887077441,,42.72172815046101,54.740194893839,2.53807695569998,49.4933069306931,746891.0,78.235,117600.0,4998824.0
1584,ESP,Spain,1990,16.8445696599341,0.9979762707829052,35.8901101808129,46.8076663624459,0.371678372551354,100.0,3538.2872804384297,51.0225605674415,3.78139344695118,20.0012425987869,66.6460306814736,13.3527267197395,77.78799255165791,4413870.0,24.649,505990.0,38850435.0
1585,ESP,Spain,1991,17.605929602129898,0.8794887204440741,35.9149332144311,46.0306690188628,0.3644611596843921,,3610.23198075536,51.036439672998505,2.54600057934857,19.3373016136643,66.9847740895134,13.6779242968222,77.96541926958191,4441776.0,24.472,505990.0,38939049.0
1586,ESP,Spain,1992,12.0714741544352,1.09189534141672,35.5979578813019,51.80599872367579,0.4377791959157629,,3699.08731614789,51.0467910790973,0.929215422625518,18.6379848438233,67.3535308913636,14.0084842648131,78.2230998718565,4502102.0,24.39,505990.0,39067745.0
1587,ESP,Spain,1993,15.710342964121,0.7694336685130501,36.065594863579896,47.6894473073038,0.452910788154839,,3654.48310002194,51.0526114817272,-1.03149177357655,17.935602548148,67.71598221761211,14.34841523424,78.4666826846068,4563078.0,24.308,505990.0,39189400.0
1588,ESP,Spain,1994,17.5485699369803,2.00681159960721,34.3768256454239,47.451865110439904,0.512112963170128,,3780.33146076952,51.0529457082358,2.38319532284285,17.2793298175105,68.0183538865852,14.7023162959043,78.6780534198302,4624965.0,24.226,505990.0,39294967.0
1589,ESP,Spain,1995,13.9375347230609,2.264547452837029,33.4881277325539,51.6026957172879,0.7826275997004759,,3950.84502083517,51.04707450032971,2.75749402775357,16.693739130159198,68.2351318081633,15.071129061677402,78.86235984302421,4687691.0,24.144,505990.0,39387017.0
1590,ESP,Spain,1996,22.949268883569303,3.90332535402186,32.492140858881605,43.46725117526611,0.8415770195829609,,4050.74336495603,51.0350954932763,2.67463906729668,16.2108084226335,68.3915629428017,15.3976286345647,79.0449022905654,4751357.0,24.062,505990.0,39478186.0
1591,ESP,Spain,1997,18.3735401565978,9.608399816016108,29.235462365250303,50.887933723506094,1.17263292571386,,4376.3122778795705,51.01697732893311,3.68961399843444,15.7593663661374,68.4941259825522,15.7465076513104,79.2535900208233,4815708.0,23.981,505990.0,39582413.0
1592,ESP,Spain,1998,17.5751840820716,8.382973442541571,30.5043641929346,50.093592289236405,1.49851079672375,,4535.699255922071,50.991946223578,4.30597844697085,15.3579835166725,68.550144161933,16.0918723213945,79.5312910459715,4881022.0,23.9,505990.0,39721108.0
1593,ESP,Spain,1999,11.0878996487512,9.25878243464489,28.5915554540729,57.7831002200771,2.17890855385572,,4876.288462522971,50.9592416528925,4.48490118336595,15.0239579863482,68.5797034282406,16.396338585411197,79.942071119654,4947221.0,23.819,505990.0,39926268.0
1594,ESP,Spain,2000,12.790092385966,9.13358168757157,28.1575766903101,55.9539382856315,2.82363378764355,100.0,5206.91143996048,50.9190130994508,5.289093178732981,14.7696577651915,68.59155873157661,16.6387835032319,80.6878076152305,5014411.0,23.738,505000.0,40263216.0
1595,ESP,Spain,2001,17.5434531701185,10.0220108380852,27.3346290980705,51.3689196668769,3.6101206949074713,,5435.07691051436,50.87270065343351,4.001069225433721,14.5541028613805,68.7594441573594,16.6864529812602,81.7539938217123,5082325.0,23.657,505020.0,40756001.0
1596,ESP,Spain,2002,8.84639271081249,13.4988350137756,26.2657502386242,59.785675879575,4.984223710699951,,5576.5462645648,50.8225015009989,2.8797621210576896,14.4284129568648,68.8918741731233,16.6797128700118,83.02251923693491,5154674.0,23.467,505320.0,41431558.0
1597,ESP,Spain,2003,15.7329789011826,15.2996545063794,24.0465891734969,54.1461177631911,5.94606568653741,,5676.14049089491,50.7704966643528,3.18757147564497,14.3689439018214,68.9844501264442,16.6466059717344,84.5088139260031,5229816.0,23.222,505370.0,42187645.0
1598,ESP,Spain,2004,11.2357763544091,20.0468458568888,22.9913392999147,57.6977574714804,6.89891994274395,,5892.30741093794,50.7188825164692,3.16674650061206,14.337701086350698,69.0382918764668,16.6240070371825,85.98480508033171,5306159.0,22.978,505370.0,42921895.0
1599,ESP,Spain,2005,6.35457513517249,27.2974140164798,19.8790789269118,63.6383423448324,8.24681718461193,,6111.219223444449,50.6698713966313,3.72310294319958,14.3158937749085,69.0529495759879,16.6311566491036,87.46549720491291,5383402.0,22.737,505370.0,43653155.0
1600,ESP,Spain,2006,8.78233451292704,30.6412433774722,20.3415634240245,61.7009831451171,8.86048541521473,,6105.075849287211,50.6213535852568,4.17411911565355,14.382510761727,68.9351520320008,16.682337206272198,88.97614934466309,5461879.0,22.498,505370.0,44397319.0
1601,ESP,Spain,2007,9.04753858845278,31.4071408929926,18.2557588648253,62.08342858278751,10.2617620652069,,6054.374438095921,50.5750843992257,3.7688952631130497,14.436856222684698,68.7999620787985,16.7631816985168,90.6149005229308,5541499.0,22.26,505370.0,45226803.0
1602,ESP,Spain,2008,7.513071664233481,38.8445484889606,18.9637209063021,60.7030079298214,12.4700139559712,,6025.77275684571,50.5406855828411,1.11597275474762,14.4917381786714,68.6379095487144,16.8703522726142,92.1293223736969,5622392.0,22.024,505370.0,45954106.0
